student_id,student_name,gender,grade_name,branch,arts_score,english_score,math_score,phys_ed_score,science_score,average_marks,gpa,attendance,exam_status
STU0244,Noah,Male,Grade 4,Phys.Ed,41.28,85.39,72.19,56.62,48.55,60.81,3,83.29,Pass
STU0245,Michal,Female,Grade 5,English,62.95,84.35,49.12,60.41,68.9,65.14,3,82.56,Pass
STU0246,Cal,Male,Grade 4,Phys.Ed,51.86,66.48,40.43,47.97,73.87,56.12,3,74.81,Pass
STU0247,Zen,Male,Grade 3,English,49.19,53.07,53.55,51.11,74.29,56.24,3,77.99,Pass
STU0248,Hudson,Male,Grade 3,English,49.54,73.32,67.53,77.82,73.41,68.32,3,71.98,Pass
STU0249,Zen,Female,Grade 5,Arts,43.91,63.47,55.06,63.64,59.72,57.16,3,83.46,Pass
STU0250,Cal,Male,Grade 2,Phys.Ed,77.87,79.13,71.41,62.06,24.74,63.04,3,83.4,Pass
STU0251,Michal,Female,Grade 1,Math's,39.23,61.0,76.03,67.9,71.01,63.03,3,84.4,Pass
STU0252,Jack,Male,Grade 5,Science,64.81,69.22,78.97,78.92,78.48,74.08,4,79.51,Pass
STU0253,Hudson,Male,Grade 2,Math's,41.82,75.55,52.94,55.93,62.13,57.67,3,82.08,Pass
STU0254,Olivia,Male,Grade 5,Science,52.56,87.47,50.36,40.51,45.14,55.21,3,93.89,Pass
STU0255,Mia,Male,Grade 5,Science,72.51,77.97,64.75,56.68,70.57,68.5,3,94.69,Not Attended
STU0256,Ethan,Male,Grade 3,Arts,61.59,62.26,66.99,61.46,41.6,58.78,3,85.91,Pass
STU0257,Liam,Male,Grade 4,Math's,67.86,100.0,73.37,77.38,92.95,82.31,4,87.91,Pass
STU0258,Mack,Male,Grade 1,Phys.Ed,53.8,62.2,90.12,77.09,42.21,65.08,3,90.64,Pass
STU0259,Tyler,Female,Grade 2,English,91.23,58.18,74.0,91.29,97.49,82.44,4,76.18,Pass
STU0260,Lucas,Female,Grade 1,Phys.Ed,77.71,82.37,55.87,60.48,38.5,62.99,3,88.11,Pass
STU0261,Jack,Female,Grade 3,Science,83.37,75.77,71.63,47.59,90.19,73.71,4,83.89,Pass
STU0262,Mason,Male,Grade 1,Arts,37.92,59.85,90.19,55.09,63.25,61.26,3,83.31,Pass
STU0263,Cal,Female,Grade 5,Science,67.39,73.95,47.43,50.55,90.28,65.92,3,81.59,Pass
STU0264,Emma,Female,Grade 1,English,57.94,78.5,27.11,60.34,55.41,55.86,3,94.61,Pass
STU0265,Ava,Female,Grade 1,English,41.36,61.25,49.26,73.89,56.27,56.41,3,94.9,Pass
STU0266,Robert,Female,Grade 3,English,70.07,68.58,51.38,39.72,51.95,56.34,3,84.03,Pass
STU0267,Michal,Female,Grade 1,Math's,88.24,51.74,47.41,55.09,71.68,62.83,3,75.69,Fail
STU0268,Sophia,Male,Grade 5,Math's,60.44,76.92,30.79,65.24,58.66,58.41,3,85.24,Pass
STU0269,Sophia,Male,Grade 2,Science,44.82,46.91,72.74,61.11,80.04,61.12,3,66.88,Pass
STU0270,Cal,Female,Grade 5,Arts,54.35,36.96,56.17,60.55,57.12,53.03,2,69.31,Pass
STU0271,Ava,Female,Grade 2,Science,76.64,78.86,37.58,61.66,51.65,61.28,3,73.93,Pass
STU0272,Michal,Female,Grade 4,Phys.Ed,48.53,58.86,45.32,50.21,82.18,57.02,3,77.68,Pass
STU0273,Emma,Male,Grade 3,Arts,82.13,33.37,79.55,73.66,63.01,66.34,3,73.62,Pass
STU0274,Jack,Female,Grade 1,Science,61.37,93.04,58.17,69.69,63.16,69.09,3,87.18,Pass
STU0275,Liam,Male,Grade 2,Arts,77.42,70.48,43.68,81.51,58.8,66.38,3,86.91,Pass
STU0276,Noah,Male,Grade 5,Arts,80.67,67.85,66.51,65.06,29.63,61.94,3,82.51,Pass
STU0277,Ava,Male,Grade 2,English,55.77,30.58,59.34,58.62,48.65,50.59,2,78.62,Pass
STU0278,Robert,Female,Grade 2,Phys.Ed,64.32,82.52,59.34,65.27,67.68,67.83,3,84.06,Pass
STU0279,Damon,Male,Grade 3,Math's,43.19,45.41,56.64,53.59,91.19,58.0,3,81.74,Pass
STU0280,Emma,Female,Grade 1,Math's,66.74,70.28,86.03,44.33,64.66,66.41,3,79.37,Pass
STU0281,Zen,Female,Grade 5,English,72.03,53.15,88.4,47.79,44.61,61.2,3,71.12,Pass
STU0282,Noah,Male,Grade 4,Science,73.76,70.35,93.56,74.32,61.52,74.7,4,74.26,Pass
STU0283,Noah,Female,Grade 4,Arts,50.63,56.38,75.31,59.12,41.04,56.5,3,84.25,Pass
STU0284,Shawn,Female,Grade 3,English,70.49,65.15,87.92,35.0,98.01,71.31,4,88.26,Pass
STU0285,Jack,Female,Grade 2,Phys.Ed,35.53,61.89,78.71,66.96,60.5,60.72,3,94.47,Not Attended
STU0286,Mason,Female,Grade 5,Phys.Ed,55.84,58.9,29.4,57.89,77.97,56.0,3,82.37,Pass
STU0287,Ava,Female,Grade 5,Arts,72.06,61.91,51.56,68.74,51.68,61.19,3,85.0,Pass
STU0288,Mason,Female,Grade 2,Math's,67.53,70.42,58.25,54.95,82.44,66.72,3,79.22,Pass
STU0289,Noah,Male,Grade 2,English,46.52,81.59,60.63,47.69,34.98,54.28,2,71.78,Pass
STU0290,Michal,Male,Grade 4,Math's,88.53,59.11,35.63,54.36,74.26,62.38,3,85.27,Fail
STU0291,Zen,Male,Grade 2,Math's,57.48,24.99,57.82,74.5,63.1,55.58,3,89.72,Fail
STU0292,Ethan,Male,Grade 5,English,54.21,68.15,63.2,61.65,64.52,62.35,3,78.01,Pass
STU0293,Mack,Female,Grade 3,Phys.Ed,63.4,58.52,71.47,60.2,65.71,63.86,3,80.79,Pass
STU0294,Emma,Male,Grade 5,Phys.Ed,62.65,73.81,14.47,57.44,66.86,55.05,3,74.79,Pass
STU0295,Michal,Female,Grade 4,Phys.Ed,55.01,63.89,58.67,55.58,66.12,59.85,3,77.93,Fail
STU0296,Noah,Female,Grade 4,Science,80.19,58.95,49.14,53.36,76.86,63.7,3,96.86,Pass
STU0297,Mia,Male,Grade 5,Phys.Ed,49.7,38.9,89.46,48.93,57.8,56.96,3,89.25,Pass
STU0298,Shawn,Female,Grade 3,English,59.35,44.32,51.16,57.58,58.9,54.26,2,82.07,Not Attended
STU0299,Hudson,Female,Grade 3,Math's,43.95,51.41,51.23,56.78,50.68,50.81,2,73.63,Pass
STU0300,Michal,Male,Grade 2,Phys.Ed,55.81,53.03,59.43,50.82,72.17,58.25,3,69.71,Pass
STU0301,Zen,Female,Grade 4,Math's,59.59,80.5,59.27,63.27,47.06,61.94,3,91.86,Pass
STU0302,Sophia,Male,Grade 4,Math's,64.61,51.45,60.3,56.78,96.69,65.97,3,80.86,Pass
STU0303,Robert,Male,Grade 4,Arts,57.9,80.76,50.53,37.43,55.14,56.35,3,86.76,Pass
STU0304,Liam,Male,Grade 2,Math's,63.41,90.18,55.25,73.03,48.95,66.17,3,91.7,Pass
STU0305,Tyler,Female,Grade 3,English,65.2,77.6,88.1,85.42,82.94,79.85,4,79.5,Pass
STU0306,Damon,Male,Grade 5,Phys.Ed,79.7,68.72,50.44,66.81,45.36,62.2,3,89.45,Pass
STU0307,Mason,Male,Grade 4,Phys.Ed,70.02,83.21,48.53,66.5,29.61,59.57,3,79.32,Pass
STU0308,Hudson,Female,Grade 5,Math's,66.38,63.38,19.71,35.55,53.29,47.66,2,87.66,Pass
STU0309,Ethan,Male,Grade 4,Science,54.11,85.44,53.07,65.6,65.26,64.69,3,66.96,Pass
STU0310,Cal,Female,Grade 4,Science,30.74,90.15,54.83,64.45,62.27,60.49,3,80.61,Pass
STU0311,Mia,Female,Grade 5,Arts,39.24,76.51,52.51,47.44,55.8,54.3,2,94.06,Pass
STU0312,Emma,Male,Grade 5,English,72.28,91.88,56.84,69.02,64.57,70.92,4,94.37,Pass
STU0313,Tyler,Male,Grade 3,Arts,43.51,51.96,62.16,56.19,90.19,60.8,3,92.62,Pass
STU0314,Shawn,Female,Grade 5,Math's,29.09,67.3,55.47,68.79,94.08,62.94,3,80.13,Pass
STU0315,Michal,Male,Grade 3,Math's,45.68,48.09,58.05,51.41,49.88,50.62,2,73.99,Pass
STU0316,Olivia,Female,Grade 5,English,45.57,70.18,59.01,66.82,36.62,55.64,3,84.08,Pass
STU0317,Damon,Male,Grade 5,English,53.67,53.8,56.48,78.74,56.68,59.87,3,88.6,Pass
STU0318,Ethan,Female,Grade 5,Phys.Ed,79.03,50.51,45.16,53.7,54.54,56.59,3,75.55,Pass
STU0319,Liam,Female,Grade 1,Science,34.69,69.78,25.58,60.18,41.11,46.27,2,99.9,Pass
STU0320,Zen,Female,Grade 5,Phys.Ed,74.78,83.52,94.37,70.72,59.53,76.58,4,90.87,Pass
STU0321,Liam,Female,Grade 5,Science,58.38,68.36,56.24,53.31,65.79,60.42,3,77.31,Pass
STU0322,Noah,Female,Grade 5,Phys.Ed,76.83,70.45,67.83,57.13,73.84,69.22,3,90.32,Pass
STU0323,Cal,Male,Grade 5,Science,53.38,60.12,32.91,62.51,63.48,54.48,2,85.58,Pass
STU0324,Damon,Female,Grade 5,Arts,54.67,71.88,61.45,53.43,67.52,61.79,3,81.67,Pass
STU0325,Sophia,Female,Grade 4,Science,84.41,72.11,47.14,71.76,54.47,65.98,3,85.81,Pass
STU0326,Shawn,Female,Grade 5,English,44.79,61.63,62.89,61.64,90.58,64.3,3,87.99,Pass
STU0327,Olivia,Male,Grade 4,Math's,63.14,63.48,37.97,69.11,69.55,60.65,3,85.35,Pass
STU0328,Liam,Male,Grade 2,Arts,85.94,61.01,100.0,84.46,48.55,75.99,4,78.33,Pass
STU0329,Hudson,Male,Grade 1,Phys.Ed,44.0,61.91,62.76,73.22,63.23,61.02,3,71.39,Pass
STU0330,Cal,Male,Grade 2,Phys.Ed,65.38,75.7,37.15,81.43,66.24,65.18,3,97.05,Pass
STU0331,Mack,Female,Grade 3,Science,65.81,60.79,8.82,61.25,67.89,52.91,2,71.1,Pass
STU0332,Damon,Female,Grade 2,Math's,80.76,69.17,78.04,74.02,45.09,69.42,3,78.09,Pass
STU0333,Robert,Male,Grade 5,Phys.Ed,84.32,45.44,86.73,58.1,25.6,60.04,3,73.07,Pass
STU0334,Cal,Male,Grade 1,Science,51.27,51.6,19.53,76.14,57.75,51.26,2,81.29,Pass
STU0335,Damon,Female,Grade 5,English,78.25,58.07,49.57,58.3,73.18,63.47,3,79.91,Fail
STU0336,Mack,Male,Grade 2,English,59.91,76.36,25.63,76.82,64.16,60.58,3,80.71,Pass
STU0337,Olivia,Male,Grade 2,English,36.03,86.93,60.74,66.32,78.22,65.65,3,75.83,Pass
STU0338,Mack,Male,Grade 3,Phys.Ed,80.15,62.23,49.37,68.86,73.17,66.76,3,79.61,Fail
STU0339,Noah,Female,Grade 3,Science,40.37,78.0,43.22,46.34,76.46,56.88,3,86.96,Pass
STU0340,Tyler,Male,Grade 3,Phys.Ed,65.78,49.4,70.95,69.57,60.25,63.19,3,82.64,Pass
STU0341,Michal,Female,Grade 3,English,85.52,53.97,69.45,47.35,71.37,65.53,3,81.4,Fail
STU0342,Michal,Male,Grade 2,Math's,74.94,70.77,52.11,65.26,47.74,62.16,3,84.88,Pass
STU0343,Emma,Male,Grade 1,Phys.Ed,56.35,63.11,70.89,74.39,79.84,68.92,3,85.79,Pass
STU0344,Shawn,Male,Grade 3,English,85.1,81.48,100.0,61.13,62.1,77.96,4,80.94,Pass
STU0345,Emma,Male,Grade 1,English,36.96,68.24,44.41,22.13,71.84,48.72,2,75.14,Pass
STU0346,Mack,Female,Grade 4,Phys.Ed,55.2,78.53,76.23,81.26,88.97,76.04,4,91.34,Pass
STU0347,Mason,Female,Grade 1,Science,72.26,65.22,80.89,45.77,42.97,61.42,3,90.13,Pass
STU0348,Sophia,Female,Grade 1,English,57.71,36.39,56.24,67.4,57.93,55.13,3,83.82,Pass
STU0349,Shawn,Female,Grade 1,Phys.Ed,72.34,81.49,58.94,82.47,81.67,75.38,4,88.08,Pass
STU0350,Mia,Female,Grade 4,Phys.Ed,62.19,100.0,29.97,73.7,60.24,65.22,3,90.18,Pass
STU0351,Michal,Male,Grade 2,Science,63.67,68.13,81.28,74.93,61.15,69.83,3,86.02,Pass
STU0352,Noah,Male,Grade 5,Science,80.19,90.29,80.97,46.05,31.48,65.8,3,89.67,Pass
STU0353,Olivia,Male,Grade 5,Phys.Ed,50.6,70.02,87.63,53.12,56.96,63.67,3,86.21,Pass
STU0354,Tyler,Male,Grade 4,Science,63.19,73.76,44.49,61.36,28.56,54.27,2,91.01,Pass
STU0355,Hudson,Male,Grade 3,Phys.Ed,61.53,69.85,79.24,62.09,54.01,65.34,3,92.12,Pass
STU0356,Liam,Female,Grade 5,Science,47.21,85.86,75.17,75.48,66.03,69.95,3,76.06,Pass
STU0357,Mack,Female,Grade 3,Math's,73.18,86.15,51.73,40.14,79.72,66.18,3,86.8,Pass
STU0358,Mason,Female,Grade 5,Math's,100.0,57.01,44.64,62.02,81.89,69.11,3,100.0,Pass
STU0359,Damon,Male,Grade 5,English,91.56,65.73,44.92,48.05,76.38,65.33,3,85.91,Pass
STU0360,Mason,Female,Grade 5,Math's,77.16,76.49,68.32,58.96,90.64,74.31,4,85.77,Fail
STU0361,Sophia,Male,Grade 5,Arts,63.44,70.9,63.66,66.96,47.34,62.46,3,72.39,Pass
STU0362,Sophia,Male,Grade 2,Math's,60.68,70.74,56.74,55.07,42.99,57.24,3,84.18,Pass
STU0363,Liam,Male,Grade 3,Phys.Ed,48.08,62.65,56.16,72.52,88.34,65.55,3,75.06,Pass
STU0364,Mason,Female,Grade 1,Arts,64.59,73.15,100.0,54.49,34.25,65.3,3,95.92,Pass
STU0365,Jack,Female,Grade 3,English,63.63,60.15,42.15,69.27,61.06,59.25,3,80.74,Pass
STU0366,Hudson,Male,Grade 2,Phys.Ed,49.76,67.09,75.51,62.67,37.77,58.56,3,77.58,Pass
STU0367,Mia,Male,Grade 3,Phys.Ed,69.33,99.06,54.08,37.29,40.07,59.97,3,84.1,Pass
STU0368,Shawn,Female,Grade 5,Phys.Ed,51.4,78.58,70.07,51.24,61.38,62.53,3,80.06,Pass
STU0369,Zen,Female,Grade 5,Arts,67.98,59.15,32.17,74.84,68.77,60.58,3,72.22,Pass
STU0370,Shawn,Female,Grade 1,Phys.Ed,63.97,57.75,55.78,70.69,58.31,61.3,3,72.4,Pass
STU0371,Emma,Female,Grade 2,Phys.Ed,79.12,58.17,82.85,63.56,82.86,73.31,4,88.59,Pass
STU0372,Noah,Male,Grade 4,Phys.Ed,58.5,65.43,52.64,60.78,69.95,61.46,3,87.42,Pass
STU0373,Damon,Male,Grade 5,Science,49.11,77.39,30.03,78.04,57.5,58.42,3,88.6,Pass
STU0374,Mia,Female,Grade 1,Math's,63.9,55.72,78.24,63.12,71.75,66.55,3,84.55,Pass
STU0375,Mia,Male,Grade 1,Arts,62.86,78.94,24.7,54.23,44.5,53.04,2,100.0,Pass
STU0376,Ethan,Female,Grade 5,Phys.Ed,62.78,51.15,47.09,45.58,78.65,57.05,3,67.15,Pass
STU0377,Lucas,Female,Grade 3,Arts,56.58,65.1,41.81,54.82,87.48,61.16,3,89.32,Pass
STU0378,Sophia,Male,Grade 2,Phys.Ed,69.44,58.51,69.21,84.22,76.05,71.49,4,83.62,Pass
STU0379,Ethan,Male,Grade 3,Math's,55.07,78.71,62.02,61.55,61.76,63.82,3,98.07,Pass
STU0380,Emma,Male,Grade 4,Math's,80.31,53.73,90.82,40.03,69.96,66.97,3,87.8,Pass
STU0381,Liam,Male,Grade 5,English,53.74,95.09,78.65,79.43,52.32,71.85,4,84.83,Pass
STU0382,Tyler,Female,Grade 5,Phys.Ed,69.63,88.83,41.27,58.79,34.93,58.69,3,75.24,Pass
STU0383,Emma,Male,Grade 3,Science,84.46,92.01,58.14,46.13,96.53,75.45,4,96.76,Pass
STU0384,Lucas,Male,Grade 1,English,53.07,65.51,41.24,75.72,54.28,57.96,3,96.18,Pass
STU0385,Hudson,Female,Grade 1,Arts,56.03,57.43,92.57,43.31,33.44,56.56,3,84.96,Pass
STU0386,Robert,Male,Grade 2,Science,51.82,61.64,63.7,48.59,48.77,54.9,2,95.03,Pass
STU0387,Tyler,Female,Grade 4,Arts,76.04,68.59,82.56,65.7,87.94,76.17,4,80.49,Fail
STU0388,Jack,Female,Grade 2,English,69.76,58.05,39.82,36.77,88.63,58.61,3,97.44,Pass
STU0389,Cal,Female,Grade 2,English,73.22,79.28,55.42,61.5,82.71,70.43,4,70.88,Pass
STU0390,Hudson,Male,Grade 2,English,96.55,45.29,82.67,74.76,47.43,69.34,3,92.06,Pass
STU0391,Noah,Male,Grade 2,Arts,56.11,46.92,72.58,58.08,63.25,59.39,3,79.37,Pass
STU0392,Mack,Female,Grade 5,Science,59.31,71.54,72.47,69.82,47.23,64.07,3,81.73,Pass
STU0393,Sophia,Female,Grade 4,English,49.78,85.38,53.25,55.59,79.56,64.71,3,72.64,Pass
STU0394,Lucas,Female,Grade 2,Arts,82.12,56.3,32.85,47.12,62.63,56.2,3,78.17,Pass
STU0395,Hudson,Female,Grade 2,Phys.Ed,100.0,53.22,47.39,71.59,56.13,65.67,3,91.06,Pass
STU0396,Ava,Female,Grade 2,Math's,56.12,63.56,45.03,59.69,45.49,53.98,2,90.05,Fail
STU0397,Lucas,Female,Grade 2,Math's,50.6,68.49,82.78,78.84,40.56,64.25,3,92.05,Pass
STU0398,Jack,Male,Grade 2,Phys.Ed,69.57,59.27,79.74,78.09,86.38,74.61,4,69.25,Pass
STU0399,Liam,Male,Grade 5,Math's,53.1,70.41,68.51,72.25,47.35,62.32,3,95.25,Pass
STU0400,Mason,Male,Grade 4,English,77.98,86.34,43.51,50.96,60.75,63.91,3,86.46,Pass
STU0401,Mason,Male,Grade 2,English,40.46,47.58,65.06,35.41,79.2,53.54,2,82.73,Pass
STU0402,Robert,Female,Grade 5,English,65.22,58.14,32.04,81.95,85.39,64.55,3,80.94,Pass
STU0403,Noah,Female,Grade 4,Arts,55.7,56.44,81.95,70.55,76.74,68.28,3,80.26,Pass
STU0404,Noah,Male,Grade 1,Arts,40.86,60.28,68.62,69.15,65.39,60.86,3,81.69,Fail
STU0405,Jack,Male,Grade 1,Phys.Ed,60.74,65.29,75.59,73.02,75.33,69.99,3,77.44,Fail
STU0406,Noah,Female,Grade 1,English,73.82,46.05,58.31,51.15,76.92,61.25,3,92.92,Pass
STU0407,Liam,Male,Grade 5,Math's,62.56,59.0,71.65,38.7,77.55,61.89,3,78.32,Fail
STU0408,Liam,Female,Grade 5,Science,47.37,84.25,71.96,54.36,79.03,67.4,3,80.02,Pass
STU0409,Jack,Female,Grade 2,Math's,51.84,64.45,48.88,46.03,69.18,56.07,3,83.6,Pass
STU0410,Lucas,Male,Grade 4,Arts,46.16,51.18,43.43,55.09,56.84,50.54,2,86.31,Pass
STU0411,Lucas,Male,Grade 1,Math's,60.61,47.93,48.54,66.04,50.3,54.68,2,61.8,Pass
STU0412,Jack,Female,Grade 5,Math's,62.8,69.4,79.0,61.12,97.18,73.9,4,73.89,Pass
STU0413,Ethan,Male,Grade 3,Phys.Ed,71.82,77.35,42.11,66.04,49.3,61.32,3,84.78,Pass
STU0414,Sophia,Male,Grade 1,English,51.81,54.46,74.35,66.41,68.6,63.13,3,78.78,Pass
STU0415,Jack,Female,Grade 5,Science,79.96,45.34,53.15,57.03,67.46,60.59,3,90.89,Pass
STU0416,Mack,Male,Grade 2,Phys.Ed,40.97,84.48,65.36,47.99,55.91,58.94,3,93.45,Pass
STU0417,Damon,Male,Grade 2,English,72.82,67.5,73.59,91.06,75.82,76.16,4,91.82,Pass
STU0418,Ethan,Female,Grade 2,Phys.Ed,23.29,73.19,53.11,45.24,65.09,51.99,2,78.09,Pass
STU0419,Zen,Female,Grade 2,Arts,53.96,62.3,40.9,60.45,70.57,57.64,3,82.29,Pass
STU0420,Noah,Female,Grade 2,Math's,56.96,44.25,52.36,58.35,68.9,56.16,3,88.86,Pass
STU0421,Sophia,Female,Grade 2,Arts,100.0,66.91,48.79,62.32,62.86,68.18,3,68.09,Pass
STU0422,Lucas,Female,Grade 5,Arts,45.59,78.3,79.95,66.02,34.03,60.78,3,87.86,Pass
STU0423,Tyler,Male,Grade 5,English,79.9,58.23,62.87,67.86,75.56,68.88,3,88.97,Pass
STU0424,Jack,Male,Grade 1,English,46.55,99.61,53.0,89.22,44.74,66.62,3,89.26,Pass
STU0425,Ava,Male,Grade 3,Arts,39.51,64.71,58.43,67.58,78.19,61.69,3,83.52,Pass
STU0426,Sophia,Female,Grade 2,English,64.06,95.25,48.69,59.8,62.51,66.06,3,83.18,Pass
STU0427,Liam,Female,Grade 1,English,69.11,55.91,87.34,68.9,33.23,62.9,3,90.91,Pass
STU0428,Robert,Male,Grade 5,English,77.12,58.31,30.38,79.07,81.63,65.3,3,83.3,Pass
STU0429,Emma,Male,Grade 5,Math's,44.65,78.93,69.7,69.83,57.61,64.14,3,86.05,Pass
STU0430,Robert,Male,Grade 4,Science,69.61,77.7,62.41,63.89,45.61,63.85,3,76.83,Pass
STU0431,Robert,Female,Grade 1,English,56.49,56.13,100.0,76.03,44.6,66.65,3,86.77,Pass
STU0432,Michal,Female,Grade 5,English,67.48,57.24,50.15,48.9,55.82,55.92,3,83.9,Pass
STU0433,Shawn,Female,Grade 2,Phys.Ed,40.82,67.26,50.61,67.08,60.97,57.35,3,77.39,Pass
STU0434,Ethan,Male,Grade 5,Phys.Ed,70.26,63.27,60.08,70.84,81.93,69.28,3,77.13,Pass
STU0435,Olivia,Female,Grade 2,English,64.07,58.94,56.71,55.53,44.06,55.86,3,94.05,Pass
STU0436,Mack,Female,Grade 3,English,54.68,74.87,60.41,44.13,47.24,56.26,3,85.59,Pass
STU0437,Mason,Female,Grade 5,Science,67.7,90.51,55.95,50.89,79.01,68.81,3,86.59,Pass
STU0438,Ethan,Female,Grade 3,Science,57.68,71.78,63.35,73.73,33.77,60.06,3,85.13,Pass
STU0439,Damon,Male,Grade 5,Math's,52.28,54.46,42.9,58.62,65.93,54.84,2,73.85,Pass
STU0440,Sophia,Male,Grade 3,English,47.68,66.51,66.5,63.69,66.61,62.2,3,97.37,Pass
STU0441,Olivia,Female,Grade 1,English,55.78,79.22,51.68,65.94,41.06,58.73,3,85.33,Pass
STU0442,Cal,Male,Grade 2,English,92.74,62.0,30.98,51.65,46.29,56.73,3,87.04,Pass
STU0443,Michal,Male,Grade 5,Science,60.61,62.56,38.88,59.74,58.36,56.03,3,81.11,Pass
STU0444,Michal,Female,Grade 4,Science,39.32,53.41,60.12,54.31,90.27,59.48,3,74.17,Pass
STU0445,Tyler,Male,Grade 5,English,45.52,85.89,57.96,63.66,82.76,67.16,3,75.74,Pass
STU0446,Lucas,Female,Grade 1,Science,40.52,58.15,41.89,40.49,73.42,50.89,2,73.45,Pass
STU0447,Ethan,Male,Grade 5,Arts,79.19,55.12,88.06,42.63,89.07,70.81,4,81.02,Pass
STU0448,Olivia,Female,Grade 2,English,83.87,49.71,64.02,73.67,80.67,70.39,4,79.19,Pass
STU0449,Cal,Female,Grade 4,English,62.58,86.17,45.18,74.06,81.55,69.91,3,84.38,Pass
STU0450,Noah,Male,Grade 5,Math's,39.22,29.17,66.99,59.86,54.76,50.0,2,85.95,Pass
STU0451,Liam,Female,Grade 4,Phys.Ed,58.25,70.46,64.02,76.15,33.21,60.42,3,84.9,Pass
STU0452,Sophia,Male,Grade 2,English,62.8,47.61,56.47,52.95,31.32,50.23,2,79.99,Pass
STU0453,Damon,Female,Grade 5,Phys.Ed,64.94,92.17,83.02,68.84,73.81,76.55,4,82.94,Pass
STU0454,Lucas,Female,Grade 4,Science,67.94,69.69,83.11,31.88,24.81,55.49,3,80.03,Fail
STU0455,Jack,Male,Grade 2,Science,76.59,67.65,56.41,40.51,68.19,61.87,3,82.99,Pass
STU0456,Jack,Male,Grade 4,English,50.09,68.09,56.31,46.92,35.72,51.43,2,84.59,Pass
STU0457,Sophia,Female,Grade 2,Math's,49.99,48.3,69.43,75.77,65.86,61.87,3,87.48,Pass
STU0458,Damon,Female,Grade 5,Arts,89.85,59.26,65.84,39.35,24.73,55.81,3,90.76,Pass
STU0459,Robert,Male,Grade 5,Phys.Ed,54.24,61.82,50.43,57.81,49.52,54.76,2,87.09,Pass
STU0460,Emma,Male,Grade 1,Arts,49.23,39.26,58.47,79.12,68.69,58.95,3,94.93,Pass
STU0461,Olivia,Female,Grade 2,Arts,49.74,76.86,54.65,56.96,63.87,60.42,3,73.25,Pass
STU0462,Ethan,Male,Grade 1,Science,57.37,43.82,63.89,67.91,47.34,56.07,3,81.64,Pass
STU0463,Cal,Male,Grade 5,Math's,73.39,61.92,58.92,66.92,67.65,65.76,3,68.04,Pass
STU0464,Noah,Female,Grade 2,Phys.Ed,57.91,69.4,61.42,63.01,87.36,67.82,3,84.61,Pass
STU0465,Olivia,Female,Grade 5,Arts,73.4,87.41,64.72,53.68,65.32,68.91,3,78.74,Pass
STU0466,Shawn,Female,Grade 5,English,36.19,55.54,63.22,66.31,38.7,51.99,2,83.29,Pass
STU0467,Shawn,Female,Grade 1,Arts,75.64,54.81,39.44,61.35,40.06,54.26,2,67.16,Pass
STU0468,Noah,Female,Grade 3,Phys.Ed,49.15,64.01,40.32,66.98,73.34,58.76,3,73.8,Not Attended
STU0469,Sophia,Female,Grade 2,Phys.Ed,77.7,76.64,76.87,53.93,55.55,68.14,3,69.7,Pass
STU0470,Mason,Male,Grade 5,Arts,64.41,53.08,16.74,82.6,42.05,51.78,2,68.28,Pass
STU0471,Tyler,Male,Grade 2,English,76.12,68.69,95.07,73.3,52.54,73.14,4,84.22,Pass
STU0472,Mack,Male,Grade 2,Arts,67.18,54.1,58.61,53.31,34.14,53.47,2,87.86,Pass
STU0473,Robert,Male,Grade 2,English,65.83,77.14,50.43,60.15,88.51,68.41,3,83.98,Pass
STU0474,Ethan,Male,Grade 2,English,51.91,69.13,28.64,54.45,45.53,49.93,2,85.08,Pass
STU0475,Ethan,Male,Grade 2,Math's,100.0,45.5,38.17,71.43,60.87,63.19,3,90.79,Pass
STU0476,Mason,Female,Grade 4,English,42.67,73.82,76.54,59.48,58.13,62.13,3,76.13,Pass
STU0477,Mia,Female,Grade 5,Math's,48.46,79.26,34.85,75.66,68.13,61.27,3,82.68,Pass
STU0478,Emma,Male,Grade 2,English,81.96,84.49,66.34,50.54,54.34,67.53,3,83.43,Pass
STU0479,Ethan,Female,Grade 5,English,60.44,57.11,73.98,60.33,40.77,58.52,3,92.33,Pass
STU0480,Liam,Male,Grade 5,Arts,70.6,76.2,40.8,74.23,60.34,64.43,3,80.24,Pass
STU0481,Noah,Male,Grade 1,Math's,35.28,34.77,64.08,54.26,54.15,48.51,2,89.57,Pass
STU0482,Ava,Male,Grade 5,Arts,41.65,69.12,69.93,69.16,32.01,56.38,3,77.91,Pass
STU0483,Mia,Female,Grade 5,Science,71.61,71.52,52.86,46.04,60.91,60.59,3,88.53,Pass
STU0484,Robert,Female,Grade 1,Science,44.64,47.34,32.07,68.94,82.02,55.0,3,98.79,Pass
STU0485,Zen,Female,Grade 2,Phys.Ed,76.76,50.63,78.99,51.52,51.92,61.96,3,85.57,Pass
STU0486,Tyler,Female,Grade 4,Science,72.61,79.71,71.48,66.4,77.38,73.51,4,73.05,Pass
STU0487,Jack,Male,Grade 1,Arts,69.81,54.55,50.39,53.15,76.82,60.94,3,83.91,Pass
STU0488,Damon,Male,Grade 5,Phys.Ed,43.45,75.46,68.49,50.4,86.47,64.86,3,88.31,Pass
STU0489,Emma,Male,Grade 3,English,59.62,83.53,69.97,56.77,70.82,68.14,3,73.87,Pass
